Run Date;Combo;Ticker;Fail Count;Top Reason;Top Reason Count;First Failed At;Last Failed At;Reasons JSON
2026-04-26;COMBO;88A.F;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;X43.F;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;FM5.F;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;BES;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;DNT.TO;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;ACO.X;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;TRPCN.TO;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;GEH.F;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;3IP.F;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;S6O.F;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;N2Z.F;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;7VM.F;1;Download leer oder zu kurz;0;;;{}
2026-04-26;COMBO;E7G.F;1;Download leer oder zu kurz;0;;;{}
